Date,"Antipiretico","Polmonite","Tonsillite","Pagina principale","Influenza"
2016-02-21,150,787,342,1546213,277
2016-02-22,135,942,356,1578356,362
2016-02-23,145,1053,377,1567701,314
2016-02-24,136,929,335,1558709,408
2016-02-25,132,811,368,1550115,330
2016-02-26,156,813,337,1537324,292
2016-02-27,110,707,295,1524660,287
2016-02-28,138,741,310,1552269,242
2016-02-29,119,890,338,1580525,293
2016-03-01,121,872,348,1550151,328
2016-03-02,136,870,335,1539266,307
2016-03-03,149,790,274,1543883,295
2016-03-04,118,762,309,1527391,270
2016-03-05,125,669,281,1519084,245
2016-03-06,135,719,281,1525384,287
2016-03-07,132,842,359,1543129,312
2016-03-08,125,795,331,1552413,295
2016-03-09,114,754,286,1540298,309
2016-03-10,118,793,321,1525232,268
2016-03-11,114,737,316,1530900,225
2016-03-12,97,612,241,1533595,213
2016-03-13,119,684,283,1527220,204
2016-03-14,109,908,365,1543431,286
2016-03-15,108,789,317,1535157,276
2016-03-16,140,777,340,1538592,307
2016-03-17,132,774,348,1523180,294
2016-03-18,103,717,301,1502772,253
2016-03-19,89,550,270,1469092,236
2016-03-20,114,639,296,1480255,280
2016-03-21,108,848,351,1532184,318
2016-03-22,126,856,313,1502562,264
2016-03-23,121,767,276,1497447,254
2016-03-24,107,709,258,1500343,241
2016-03-25,107,727,253,1476213,261
2016-03-26,113,602,225,1437439,182
2016-03-27,102,519,250,1426389,195
2016-03-28,71,600,251,1448701,218
2016-03-29,114,738,338,1512027,252
2016-03-30,122,762,311,1502393,453
2016-03-31,107,756,332,1488514,285
2016-04-01,123,862,307,1470774,212
2016-04-02,112,631,262,1439886,199
2016-04-03,90,638,270,1449094,214
2016-04-04,115,833,360,1477097,225
2016-04-05,97,798,288,1469589,220
2016-04-06,109,786,329,1458119,231
2016-04-07,108,760,259,1462058,217
2016-04-08,89,693,257,1458690,192
2016-04-09,89,592,236,1431856,156
2016-04-10,93,547,228,1422887,184
2016-04-11,86,723,335,1449946,205
2016-04-12,93,646,320,1424724,235
2016-04-13,102,680,321,1432868,205
2016-04-14,79,617,290,1422137,165
2016-04-15,85,624,311,1413966,173
2016-04-16,75,564,263,1382858,129
2016-04-17,81,547,225,1390690,116
2016-04-18,88,646,330,1432709,211
2016-04-19,77,688,305,1416885,185
2016-04-20,85,629,300,1403225,142
2016-04-21,106,658,274,1413316,201
2016-04-22,71,620,269,1390616,154
2016-04-23,86,539,240,1376098,115
2016-04-24,96,531,217,1376290,192
2016-04-25,66,594,251,1385503,142
2016-04-26,95,719,308,1444935,198
2016-04-27,82,704,266,1444384,174
2016-04-28,92,562,277,1453054,205
2016-04-29,95,570,281,1428036,147
2016-04-30,88,523,237,1388434,105
2016-05-01,90,565,220,1409566,140
2016-05-02,87,650,318,1443894,177
2016-05-03,86,656,321,1460152,178
2016-05-04,88,612,284,1450380,142
2016-05-05,110,667,301,1446287,173
2016-05-06,101,545,304,1428224,145
2016-05-07,95,527,235,1389224,166
2016-05-08,85,496,221,1385376,113
2016-05-09,101,702,330,1514300,162
2016-05-10,82,688,305,1531292,170
2016-05-11,101,621,284,1560575,227
2016-05-12,100,656,335,1472073,199
2016-05-13,90,612,349,1494438,145
2016-05-14,73,455,304,1461013,137
2016-05-15,107,503,266,1591025,128
2016-05-16,99,616,399,1627185,140
2016-05-17,96,672,412,1549808,187
2016-05-18,88,657,381,1590293,171
2016-05-19,80,627,269,1646919,180
2016-05-20,92,575,283,1522003,152
2016-05-21,84,515,298,1534387,139
2016-05-22,87,472,287,1511346,133
2016-05-23,98,634,361,1595448,228
2016-05-24,85,608,346,1586346,134
2016-05-25,82,634,351,1602476,163
2016-05-26,64,935,316,1517819,154
2016-05-27,70,613,322,1477746,140
2016-05-28,61,514,241,1426028,120
2016-05-29,95,496,287,1367712,146
2016-05-30,105,679,289,1386742,155
2016-05-31,87,598,316,1373962,168
2016-06-01,103,544,277,1359823,135
2016-06-02,94,517,256,1328687,124
2016-06-03,70,500,264,1334834,172
2016-06-04,87,475,236,1323344,140
2016-06-05,74,475,249,1327032,152
2016-06-06,74,669,320,1400809,121
2016-06-07,89,632,277,1393945,146
2016-06-08,87,572,257,1362059,155
2016-06-09,87,546,257,1373422,137
2016-06-10,70,552,269,1352124,126
2016-06-11,73,524,252,1340730,109
2016-06-12,84,511,236,1395503,118
2016-06-13,73,573,279,1393270,147
2016-06-14,88,594,259,1400871,121
2016-06-15,92,574,248,1362889,169
2016-06-16,102,614,241,1335512,142
2016-06-17,70,487,222,1341387,81
2016-06-18,55,423,191,1278830,94
2016-06-19,87,455,192,1294915,125
2016-06-20,75,512,311,1344682,162
2016-06-21,84,565,340,1337194,168
2016-06-22,84,510,276,1328651,134
2016-06-23,74,464,208,1306745,111
2016-06-24,79,477,234,1290790,90
2016-06-25,69,448,227,1251025,88
2016-06-26,72,445,272,1254943,89
2016-06-27,65,505,274,1345733,99
2016-06-28,62,530,264,1316909,99
2016-06-29,67,484,236,1289646,94
2016-06-30,101,478,253,1285866,100
2016-07-01,66,426,244,1262591,112
2016-07-02,54,386,201,1249598,90
2016-07-03,62,413,222,1225845,113
2016-07-04,84,491,284,1281985,160
2016-07-05,77,521,256,1274120,135
2016-07-06,73,452,245,1267853,117
2016-07-07,68,462,278,1259875,130
2016-07-08,53,432,212,1250271,128
2016-07-09,70,369,202,1208923,94
2016-07-10,63,385,175,1206230,84
2016-07-11,63,492,283,1270495,130
2016-07-12,82,474,260,1262200,165
2016-07-13,84,419,236,1249294,101
2016-07-14,68,426,217,1247252,119
2016-07-15,62,399,180,1259615,129
2016-07-16,62,374,191,1233425,94
2016-07-17,76,385,190,1208401,114
2016-07-18,74,491,213,1258310,116
2016-07-19,72,525,241,1250541,102
2016-07-20,62,471,207,1246286,127
2016-07-21,64,436,230,1242808,116
2016-07-22,60,362,263,1228832,71
2016-07-23,70,372,202,1200893,72
2016-07-24,67,354,156,1200866,60
2016-07-25,67,454,255,1245331,84
2016-07-26,59,404,218,1244309,108
2016-07-27,60,409,184,1238275,120
2016-07-28,63,412,210,1232223,91
2016-07-29,52,385,197,1221970,45
2016-07-30,68,315,194,1179356,48
2016-07-31,42,316,202,1177770,51
2016-08-01,58,420,250,1229594,68
2016-08-02,68,381,233,1223837,89
2016-08-03,80,438,193,1214297,72
2016-08-04,63,421,194,1213778,68
2016-08-05,65,378,195,1208000,68
2016-08-06,54,346,173,1162699,106
2016-08-07,73,298,180,1151053,57
2016-08-08,63,368,202,1189816,59
2016-08-09,60,380,162,1188391,117
2016-08-10,69,388,176,1176414,75
2016-08-11,66,358,199,1165105,67
2016-08-12,73,398,149,1169763,70
2016-08-13,63,332,163,1120440,127
2016-08-14,68,313,153,1109467,96
2016-08-15,64,283,144,1100374,69
2016-08-16,63,433,192,1151234,65
2016-08-17,86,429,197,1159311,65
2016-08-18,64,400,181,1159505,102
2016-08-19,84,405,178,1160202,88
2016-08-20,70,350,173,1144305,90
2016-08-21,75,325,168,1149665,69
2016-08-22,86,439,222,1193046,105
2016-08-23,72,435,229,1192935,107
2016-08-24,90,388,241,1204523,112
2016-08-25,98,470,199,1188847,134
2016-08-26,86,489,174,1179201,96
2016-08-27,76,377,178,1146385,78
2016-08-28,59,410,162,1158303,91
2016-08-29,71,485,192,1221784,145
2016-08-30,77,495,211,1235631,156
2016-08-31,74,535,220,1241037,130
2016-09-01,84,499,235,1237578,134
2016-09-02,93,505,238,1224446,158
2016-09-03,76,412,215,1183213,109
2016-09-04,96,448,249,1200991,93
2016-09-05,87,505,280,1260121,136
2016-09-06,90,538,281,1259655,132
2016-09-07,93,551,255,1260081,186
2016-09-08,91,514,250,1251958,137
2016-09-09,62,492,230,1241668,127
2016-09-10,90,432,189,1219838,163
2016-09-11,60,1401,211,1232691,115
2016-09-12,78,4899,248,1263841,148
2016-09-13,96,2224,213,1236241,122
2016-09-14,84,1044,257,1258024,163
2016-09-15,73,946,247,1267550,126
2016-09-16,94,702,200,1241299,141
2016-09-17,73,566,190,1195028,153
2016-09-18,71,541,219,1207320,141
2016-09-19,80,558,265,1233041,196
2016-09-20,78,627,213,1224110,136
2016-09-21,89,592,236,1270923,206
2016-09-22,100,530,269,1261357,168
2016-09-23,80,559,263,1233624,162
2016-09-24,79,462,185,1220714,152
2016-09-25,114,501,223,1225948,195
2016-09-26,106,668,275,1257732,239
2016-09-27,107,605,297,1261292,231
2016-09-28,112,625,274,1248037,284
2016-09-29,126,612,254,1241980,264
